residencia_provincia_nombre,sepi_apertura,n,max_fecha_diagnostico,max_fecha_inicio_sintomas,count_fecha_diagnostico,confirmados,descartados,sospechosos,fallecidos,tests,sin.clasificar,letalidad.min.porc,letalidad.max.porc,positividad.porc,internados,internados.porc,cuidado.intensivo,cuidado.intensivo.porc,respirador,respirador.porc,dias.diagnostico,dias.apertura,dias.cuidado.intensivo,dias.fallecimiento,dias.inicio,confirmados.inc,confirmados.rate,fallecidos.inc,tests.inc,tests.rate,sospechosos.inc
San Luis,20,275,2020-09-25,2020-05-12,56,12,260,3,0,265,0,0,0,0.045,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,9,NA,NA,NA,NA,NA,NA
San Luis,21,298,2020-09-25,2020-05-21,60,12,283,3,0,288,0,0,0,0.042,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,10,NA,NA,NA,NA,NA,NA
San Luis,22,330,2020-09-25,2020-05-27,65,12,315,3,0,320,0,0,0,0.038,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,11,NA,NA,NA,NA,NA,NA
San Luis,23,367,2020-09-25,2020-07-06,72,12,352,3,0,357,0,0,0,0.034,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,12,NA,NA,NA,NA,NA,NA
San Luis,24,429,2020-09-26,2020-09-06,77,12,411,6,0,416,0,0,0,0.029,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,13,NA,NA,NA,NA,NA,NA
San Luis,25,484,2020-09-26,2020-09-06,83,12,463,9,0,468,0,0,0,0.026,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,14,NA,NA,NA,NA,NA,NA
San Luis,26,538,2020-09-26,2020-09-06,92,13,515,10,0,521,0,0,0,0.025,9,0.692,1,0.077,0,0,22.9,3.5,3,NaN,15,NA,NA,NA,NA,NA,NA
San Luis,27,596,2020-09-26,2020-09-06,96,14,568,14,0,575,0,0,0,0.024,9,0.643,1,0.071,0,0,22.9,3.5,3,NaN,16,NA,NA,NA,NA,NA,NA
San Luis,28,656,2020-09-26,2020-09-06,107,14,627,15,0,634,0,0,0,0.022,9,0.643,1,0.071,0,0,22.9,3.5,3,NaN,17,NA,NA,NA,NA,NA,NA
San Luis,29,709,2020-09-26,2020-09-06,114,18,670,21,0,681,0,0,0,0.026,10,0.556,1,0.056,0,0,20.5,3.5,3,NaN,18,NA,NA,NA,NA,NA,NA
San Luis,30,772,2020-09-26,2020-09-06,119,22,722,28,0,737,0,0,0,0.03,10,0.455,1,0.045,0,0,20.5,3.5,3,NaN,19,NA,NA,NA,NA,NA,NA
San Luis,31,870,2020-09-26,2020-09-06,125,31,805,34,0,828,0,0,0,0.037,10,0.323,1,0.032,0,0,19.3,3.3,3,NaN,20,NA,NA,NA,NA,NA,NA
San Luis,32,942,2020-09-26,2020-09-06,133,37,855,50,0,884,0,0,0,0.042,11,0.297,1,0.027,0,0,20.3,3.2,3,NaN,21,NA,NA,NA,NA,NA,NA
San Luis,33,1025,2020-09-26,2020-09-06,140,40,929,56,0,954,0,0,0,0.042,12,0.3,1,0.025,0,0,19.3,3.1,3,NaN,22,NA,NA,NA,NA,NA,NA
San Luis,34,1087,2020-09-29,2020-09-06,149,47,975,65,0,1005,0,0,0,0.047,15,0.319,1,0.021,0,0,19,3.1,3,NaN,23,NA,NA,NA,NA,NA,NA
San Luis,35,1223,2020-09-29,2020-09-06,158,99,1050,74,1,1132,0,0.006,0.01,0.087,36,0.364,1,0.01,0,0,12.2,4,3,24,24,NA,NA,NA,NA,NA,NA
San Luis,36,1459,2020-09-29,2020-09-06,163,258,1105,96,3,1338,0,0.008,0.012,0.193,45,0.174,1,0.004,0,0,10.9,4.5,3,20,25,NA,NA,NA,NA,NA,NA
San Luis,37,1789,2020-10-01,2020-09-17,175,414,1209,166,4,1597,0,0.007,0.01,0.259,49,0.118,1,0.002,0,0,10,4.9,3,16.3,26,NA,NA,NA,NA,NA,NA
San Luis,38,2684,2020-10-01,2020-09-17,177,716,1658,310,5,2338,0,0.005,0.007,0.306,57,0.08,1,0.001,0,0,9.7,5.1,3,15.5,27,NA,NA,NA,NA,NA,NA
San Luis,39,5229,2020-10-02,2020-09-25,179,1297,3204,727,7,4451,1,0.003,0.005,0.291,64,0.049,4,0.003,1,0.001,9.6,5.5,4.8,13.2,28,NA,NA,NA,NA,NA,NA
San Luis,40,6728,2020-10-02,2020-09-28,179,1592,3848,1287,7,5378,1,0.002,0.004,0.296,64,0.04,4,0.003,1,0.001,9.6,5.5,4.8,13.2,29,NA,NA,NA,NA,NA,NA
Santa Cruz,11,5,2020-03-20,2020-03-13,2,1,3,1,0,3,0,0,0,0.333,1,1,0,0,0,0,5,1,NaN,NaN,0,NA,NA,NA,NA,NA,NA
Santa Cruz,12,20,2020-03-25,2020-03-19,5,7,12,1,0,17,0,0,0,0.412,4,0.571,2,0.286,1,0.143,7.7,1.8,3.5,NaN,1,NA,NA,NA,NA,NA,NA
Santa Cruz,13,64,2020-04-10,2020-03-28,14,19,44,1,0,61,0,0,0,0.311,7,0.368,2,0.105,1,0.053,8.5,1.9,3.5,NaN,2,NA,NA,NA,NA,NA,NA
Santa Cruz,14,113,2020-04-16,2020-04-04,18,29,82,2,0,109,0,0,0,0.266,13,0.448,4,0.138,2,0.069,8.7,3.5,6.8,NaN,3,NA,NA,NA,NA,NA,NA
Santa Cruz,15,167,2020-09-17,2020-04-11,28,41,123,3,0,162,0,0,0,0.253,19,0.463,4,0.098,2,0.049,16.8,4.8,6.8,NaN,4,NA,NA,NA,NA,NA,NA
Santa Cruz,16,202,2020-09-17,2020-04-17,32,42,157,3,0,197,0,0,0,0.213,19,0.452,4,0.095,2,0.048,16.4,4.7,6.8,NaN,5,NA,NA,NA,NA,NA,NA
Santa Cruz,17,248,2020-09-17,2020-04-24,39,49,195,4,0,242,0,0,0,0.202,19,0.388,4,0.082,2,0.041,14.6,4.3,6.8,NaN,6,NA,NA,NA,NA,NA,NA
Santa Cruz,18,294,2020-09-17,2020-05-01,45,51,236,7,0,285,0,0,0,0.179,20,0.392,4,0.078,2,0.039,14.6,4.3,6.8,NaN,7,NA,NA,NA,NA,NA,NA
Santa Cruz,19,330,2020-09-17,2020-05-08,52,51,272,7,0,321,0,0,0,0.159,20,0.392,4,0.078,2,0.039,14.6,4.3,6.8,NaN,8,NA,NA,NA,NA,NA,NA
Santa Cruz,20,359,2020-09-17,2020-05-14,60,51,301,7,0,350,0,0,0,0.146,20,0.392,4,0.078,2,0.039,14.6,4.3,6.8,NaN,9,NA,NA,NA,NA,NA,NA
Santa Cruz,21,393,2020-09-17,2020-05-22,66,51,333,9,0,382,0,0,0,0.134,20,0.392,4,0.078,2,0.039,14.6,4.3,6.8,NaN,10,NA,NA,NA,NA,NA,NA
Santa Cruz,22,442,2020-09-17,2020-05-30,72,52,380,10,0,430,0,0,0,0.121,20,0.385,4,0.077,2,0.038,14.6,4.3,6.8,NaN,11,NA,NA,NA,NA,NA,NA
Santa Cruz,23,504,2020-09-17,2020-07-02,79,53,440,11,0,491,0,0,0,0.108,21,0.396,4,0.075,2,0.038,14.6,4.3,6.8,NaN,12,NA,NA,NA,NA,NA,NA
Santa Cruz,24,541,2020-10-01,2020-07-02,87,54,476,11,0,528,0,0,0,0.102,21,0.389,4,0.074,2,0.037,14.6,4.3,6.8,NaN,13,NA,NA,NA,NA,NA,NA
Santa Cruz,25,577,2020-10-01,2020-07-02,95,55,510,12,0,563,0,0,0,0.098,21,0.382,4,0.073,2,0.036,15.8,4.2,6.8,NaN,14,NA,NA,NA,NA,NA,NA
Santa Cruz,26,614,2020-10-01,2020-07-02,102,57,543,14,0,598,0,0,0,0.095,22,0.386,4,0.07,2,0.035,17.3,4.2,6.8,NaN,15,NA,NA,NA,NA,NA,NA
Santa Cruz,27,655,2020-10-01,2020-07-02,110,63,578,14,0,639,0,0,0,0.099,24,0.381,5,0.079,3,0.048,16.8,4.1,6.4,NaN,16,NA,NA,NA,NA,NA,NA
Santa Cruz,28,713,2020-10-01,2020-07-10,119,73,625,15,0,696,0,0,0,0.105,32,0.438,5,0.068,3,0.041,17,3.8,6.4,NaN,17,NA,NA,NA,NA,NA,NA
Santa Cruz,29,864,2020-10-01,2020-09-11,132,139,706,19,1,843,0,0.006,0.007,0.165,43,0.309,6,0.043,4,0.029,12.3,3.6,6.3,14,18,NA,NA,NA,NA,NA,NA
Santa Cruz,30,1155,2020-10-01,2020-09-11,140,334,797,24,3,1129,0,0.008,0.009,0.296,51,0.153,10,0.03,7,0.021,7.4,3.4,5.9,13.7,19,NA,NA,NA,NA,NA,NA
Santa Cruz,31,1407,2020-10-01,2020-09-11,145,520,862,25,6,1380,0,0.011,0.012,0.377,64,0.123,14,0.027,10,0.019,6.9,4.2,5.9,23.5,20,NA,NA,NA,NA,NA,NA
Santa Cruz,32,2003,2020-10-01,2020-09-11,163,759,1212,32,11,1918,0,0.014,0.014,0.396,74,0.097,18,0.024,13,0.017,7,4.6,5.6,20.8,21,NA,NA,NA,NA,NA,NA
Santa Cruz,33,3031,2020-10-01,2020-09-24,178,1055,1934,42,18,2878,0,0.016,0.017,0.367,87,0.082,24,0.023,18,0.017,7.5,4.6,7.3,20.7,22,NA,NA,NA,NA,NA,NA
Santa Cruz,34,3945,2020-10-01,2020-09-24,184,1403,2473,69,24,3741,0,0.016,0.017,0.375,96,0.068,25,0.018,18,0.013,6.7,4.5,7.1,19.1,23,NA,NA,NA,NA,NA,NA
Santa Cruz,35,5012,2020-10-01,2020-09-26,189,1839,3053,119,36,4737,1,0.018,0.02,0.388,118,0.064,31,0.017,20,0.011,6.4,4.5,7.8,19.8,24,NA,NA,NA,NA,NA,NA
Santa Cruz,36,6079,2020-10-01,2020-09-26,189,2349,3563,166,44,5713,1,0.017,0.019,0.411,145,0.062,37,0.016,24,0.01,6.4,4.6,8,19,25,NA,NA,NA,NA,NA,NA
Santa Cruz,37,7381,2020-10-01,2020-09-26,191,3063,4074,242,52,6920,2,0.016,0.017,0.443,195,0.064,46,0.015,31,0.01,6.1,4.6,7.9,17.7,26,NA,NA,NA,NA,NA,NA
Santa Cruz,38,8854,2020-10-01,2020-09-26,191,3799,4763,290,59,8329,2,0.014,0.016,0.456,246,0.065,57,0.015,36,0.009,6,4.6,7.6,16.5,27,NA,NA,NA,NA,NA,NA
Santa Cruz,39,10281,2020-10-01,2020-09-26,191,4459,5434,386,64,9601,2,0.013,0.014,0.464,284,0.064,64,0.014,41,0.009,5.7,4.6,7.4,15.6,28,NA,NA,NA,NA,NA,NA
Santa Cruz,40,11678,2020-10-02,2020-10-01,192,5080,5956,640,65,10626,2,0.011,0.013,0.478,300,0.059,65,0.013,41,0.008,5.6,4.6,7.3,15.8,29,NA,NA,NA,NA,NA,NA
Santa Fe,11,26,2020-03-18,2020-03-13,5,1,25,0,0,16,0,0,0,0.062,1,1,0,0,0,0,7,6,NaN,NaN,2,NA,NA,NA,NA,NA,NA
Santa Fe,12,110,2020-04-06,2020-03-20,16,17,93,0,0,88,0,0,0,0.193,7,0.412,0,0,0,0,6.4,2.8,NaN,NaN,3,NA,NA,NA,NA,NA,NA
Santa Fe,13,452,2020-04-17,2020-03-28,24,86,366,0,1,417,0,0.012,0.012,0.206,18,0.209,4,0.047,1,0.012,6,4.1,7,12,4,NA,NA,NA,NA,NA,NA
Santa Fe,14,1204,2020-09-28,2020-04-04,35,183,1021,0,3,1161,0,0.016,0.016,0.158,40,0.219,9,0.049,4,0.022,7.8,4.7,8.6,25,5,NA,NA,NA,NA,NA,NA
Santa Fe,15,2115,2020-10-01,2020-09-19,45,211,1903,1,3,2047,0,0.014,0.014,0.103,41,0.194,9,0.043,4,0.019,8.7,5,8.6,25,6,NA,NA,NA,NA,NA,NA
Santa Fe,16,2905,2020-10-01,2020-09-19,53,234,2669,2,3,2823,0,0.013,0.013,0.083,47,0.201,12,0.051,5,0.021,8.9,3.9,7.6,25,7,NA,NA,NA,NA,NA,NA
Santa Fe,17,4039,2020-10-01,2020-09-19,63,254,3783,2,3,3934,0,0.012,0.012,0.065,48,0.189,12,0.047,5,0.02,9.2,4.1,7.6,25,8,NA,NA,NA,NA,NA,NA
Santa Fe,18,4968,2020-10-01,2020-09-25,71,258,4708,2,3,4848,0,0.012,0.012,0.053,48,0.186,12,0.047,5,0.019,10.1,3.5,7.6,25,9,NA,NA,NA,NA,NA,NA
Santa Fe,19,5802,2020-10-01,2020-09-25,78,263,5537,2,3,5665,0,0.011,0.011,0.046,48,0.183,12,0.046,5,0.019,11.2,3,7.6,25,10,NA,NA,NA,NA,NA,NA
Santa Fe,20,6726,2020-10-01,2020-09-25,87,265,6459,2,3,6568,0,0.011,0.011,0.04,48,0.181,12,0.045,5,0.019,11.7,3,7.6,25,11,NA,NA,NA,NA,NA,NA
Santa Fe,21,7927,2020-10-01,2020-09-25,98,286,7638,3,5,7764,0,0.017,0.017,0.037,53,0.185,14,0.049,7,0.024,11.6,2.6,7.4,24.8,12,NA,NA,NA,NA,NA,NA
Santa Fe,22,9000,2020-10-01,2020-09-25,107,291,8706,3,5,8827,0,0.017,0.017,0.033,55,0.189,14,0.048,7,0.024,12,2.3,7.4,24.8,13,NA,NA,NA,NA,NA,NA
Santa Fe,23,10089,2020-10-01,2020-09-30,119,310,9767,12,5,9903,0,0.016,0.016,0.031,57,0.184,14,0.045,7,0.023,12.3,2.3,7.4,24.8,14,NA,NA,NA,NA,NA,NA
Santa Fe,24,11116,2020-10-01,2020-09-30,125,322,10771,23,5,10918,0,0.014,0.016,0.029,58,0.18,15,0.047,8,0.025,12.1,1.9,7.3,24.8,15,NA,NA,NA,NA,NA,NA
Santa Fe,25,12025,2020-10-01,2020-09-30,138,374,11608,43,6,11807,0,0.014,0.016,0.032,69,0.184,16,0.043,9,0.024,11.5,1.6,6.9,23.3,16,NA,NA,NA,NA,NA,NA
Santa Fe,26,13232,2020-10-01,2020-09-30,149,463,12711,58,7,12999,0,0.013,0.015,0.036,75,0.162,19,0.041,9,0.019,11.5,1.4,7.3,23.3,17,NA,NA,NA,NA,NA,NA
Santa Fe,27,14283,2020-10-01,2020-09-30,156,494,13720,69,8,14038,0,0.014,0.016,0.035,81,0.164,21,0.043,11,0.022,11.5,1.2,6.7,20.7,18,NA,NA,NA,NA,NA,NA
Santa Fe,28,15519,2020-10-01,2020-09-30,164,585,14848,86,10,15256,0,0.015,0.017,0.038,94,0.161,23,0.039,11,0.019,11,0.7,6.4,19.8,19,NA,NA,NA,NA,NA,NA
Santa Fe,29,17302,2020-10-01,2020-09-30,181,763,16429,110,14,17015,0,0.016,0.018,0.045,118,0.155,31,0.041,12,0.016,9.9,1,5.6,18.7,20,NA,NA,NA,NA,NA,NA
Santa Fe,30,19390,2020-10-01,2020-09-30,187,1015,18213,162,19,19045,0,0.016,0.019,0.053,138,0.136,35,0.034,14,0.014,8.8,1.5,6.1,17.5,21,NA,NA,NA,NA,NA,NA
Santa Fe,31,21651,2020-10-01,2020-09-30,190,1435,19997,219,30,21244,0,0.018,0.021,0.068,180,0.125,42,0.029,18,0.013,7.8,2.1,6.2,18.2,22,NA,NA,NA,NA,NA,NA
Santa Fe,32,24796,2020-10-01,2020-09-30,197,2209,22214,373,49,24229,0,0.019,0.022,0.091,221,0.1,53,0.024,27,0.012,6.9,2.9,5.7,17.4,23,NA,NA,NA,NA,NA,NA
Santa Fe,33,28925,2020-10-01,2020-09-30,200,3334,24865,726,72,27995,0,0.018,0.022,0.119,272,0.082,71,0.021,39,0.012,6.5,3.6,6,18.7,24,NA,NA,NA,NA,NA,NA
Santa Fe,34,33618,2020-10-01,2020-09-30,202,4892,27808,918,107,32389,0,0.018,0.022,0.151,349,0.071,96,0.02,55,0.011,6.2,4.2,6.1,17.4,25,NA,NA,NA,NA,NA,NA
Santa Fe,35,39823,2020-10-01,2020-09-30,202,7699,30774,1350,161,38122,0,0.018,0.021,0.202,468,0.061,124,0.016,68,0.009,5.9,4.6,6.1,15.6,26,NA,NA,NA,NA,NA,NA
Santa Fe,36,47541,2020-10-02,2020-09-30,203,12457,33157,1927,247,45229,0,0.017,0.02,0.275,637,0.051,167,0.013,97,0.008,6.1,5.3,5.8,15.5,27,NA,NA,NA,NA,NA,NA
Santa Fe,37,57231,2020-10-02,2020-09-30,203,18773,35791,2667,320,53986,0,0.015,0.017,0.348,816,0.043,211,0.011,120,0.006,6.1,5.8,5.7,14.3,28,NA,NA,NA,NA,NA,NA
Santa Fe,38,69264,2020-10-02,2020-09-30,203,27106,38617,3541,410,64612,0,0.013,0.015,0.42,1000,0.037,268,0.01,151,0.006,6,6.1,5.4,13.4,29,NA,NA,NA,NA,NA,NA
Santa Fe,39,83443,2020-10-02,2020-09-30,203,37209,41644,4589,474,76508,1,0.011,0.013,0.486,1170,0.031,302,0.008,170,0.005,6.2,6.6,5.2,12.6,30,NA,NA,NA,NA,NA,NA
Santa Fe,40,94926,2020-10-02,2020-10-01,203,45398,43379,6148,488,84958,1,0.009,0.011,0.534,1246,0.027,320,0.007,180,0.004,6.2,6.9,5.1,12.5,31,NA,NA,NA,NA,NA,NA
Santiago del Estero,12,8,2020-03-22,2020-03-17,4,2,6,0,0,7,0,0,0,0.286,0,0,0,0,0,0,7,3,NaN,NaN,1,NA,NA,NA,NA,NA,NA
Santiago del Estero,13,19,2020-04-02,2020-03-25,6,3,16,0,0,18,0,0,0,0.167,0,0,0,0,0,0,7.7,4,NaN,NaN,2,NA,NA,NA,NA,NA,NA
Santiago del Estero,14,33,2020-04-03,2020-03-31,8,4,28,1,0,31,0,0,0,0.129,0,0,0,0,0,0,8.8,5.2,NaN,NaN,3,NA,NA,NA,NA,NA,NA
Santiago del Estero,15,83,2020-04-13,2020-04-09,13,11,69,3,0,79,0,0,0,0.139,1,0.091,1,0.091,0,0,10,8.6,9,NaN,4,NA,NA,NA,NA,NA,NA
Santiago del Estero,16,112,2020-04-17,2020-04-14,18,11,96,5,0,106,0,0,0,0.104,1,0.091,1,0.091,0,0,10,8.6,9,NaN,5,NA,NA,NA,NA,NA,NA
Santiago del Estero,17,151,2020-04-27,2020-04-24,25,12,134,5,0,145,0,0,0,0.083,1,0.083,1,0.083,0,0,9.3,8,9,NaN,6,NA,NA,NA,NA,NA,NA
Santiago del Estero,18,216,2020-05-01,2020-04-29,30,14,194,8,0,207,0,0,0,0.068,1,0.071,1,0.071,0,0,9.3,8,9,NaN,7,NA,NA,NA,NA,NA,NA
Santiago del Estero,19,304,2020-08-04,2020-05-09,39,15,278,11,0,291,0,0,0,0.052,1,0.067,1,0.067,0,0,9.3,8,9,NaN,8,NA,NA,NA,NA,NA,NA
Santiago del Estero,20,497,2020-08-04,2020-05-14,45,15,469,13,0,482,0,0,0,0.031,1,0.067,1,0.067,0,0,9.3,8,9,NaN,9,NA,NA,NA,NA,NA,NA
Santiago del Estero,21,999,2020-08-04,2020-05-21,55,21,946,32,0,965,0,0,0,0.022,1,0.048,1,0.048,0,0,9.3,8,9,NaN,10,NA,NA,NA,NA,NA,NA
Santiago del Estero,22,1357,2020-08-04,2020-05-29,59,21,1289,47,0,1307,0,0,0,0.016,1,0.048,1,0.048,0,0,9.3,8,9,NaN,11,NA,NA,NA,NA,NA,NA
Santiago del Estero,23,1672,2020-09-30,2020-06-04,70,24,1589,59,0,1610,0,0,0,0.015,1,0.042,1,0.042,0,0,18.5,7.7,9,NaN,12,NA,NA,NA,NA,NA,NA
Santiago del Estero,24,2188,2020-09-30,2020-06-12,76,24,2092,72,0,2113,0,0,0,0.011,1,0.042,1,0.042,0,0,18.5,7.7,9,NaN,13,NA,NA,NA,NA,NA,NA
Santiago del Estero,25,2435,2020-09-30,2020-06-18,81,24,2332,79,0,2352,0,0,0,0.01,1,0.042,1,0.042,0,0,18.5,7.7,9,NaN,14,NA,NA,NA,NA,NA,NA
Santiago del Estero,26,2698,2020-09-30,2020-09-19,90,29,2581,88,1,2606,0,0.009,0.034,0.011,2,0.069,1,0.034,0,0,22.8,7.2,9,86,15,NA,NA,NA,NA,NA,NA
Santiago del Estero,27,3254,2020-09-30,2020-09-19,104,30,3114,110,1,3140,0,0.007,0.033,0.01,2,0.067,1,0.033,0,0,22.8,7.2,9,86,16,NA,NA,NA,NA,NA,NA
Santiago del Estero,28,3673,2020-09-30,2020-09-19,113,40,3511,122,1,3547,0,0.006,0.025,0.011,2,0.05,1,0.025,0,0,22.8,7.2,9,86,17,NA,NA,NA,NA,NA,NA
Santiago del Estero,29,4341,2020-09-30,2020-09-19,121,41,4158,142,1,4195,0,0.005,0.024,0.01,2,0.049,1,0.024,0,0,22.8,7.2,9,86,18,NA,NA,NA,NA,NA,NA
Santiago del Estero,30,4666,2020-09-30,2020-09-19,127,45,4475,146,1,4514,0,0.005,0.022,0.01,3,0.067,1,0.022,0,0,22.8,7.2,9,86,19,NA,NA,NA,NA,NA,NA
Santiago del Estero,31,5299,2020-09-30,2020-09-23,134,49,5098,152,1,5135,0,0.005,0.02,0.01,3,0.061,1,0.02,0,0,22.8,7.2,9,86,20,NA,NA,NA,NA,NA,NA
Santiago del Estero,32,6068,2020-09-30,2020-09-23,144,126,5785,157,2,5888,0,0.007,0.016,0.021,4,0.032,2,0.016,0,0,12.4,5.1,9,56,21,NA,NA,NA,NA,NA,NA
Santiago del Estero,33,6894,2020-09-30,2020-09-23,148,267,6441,186,2,6678,0,0.004,0.007,0.04,6,0.022,2,0.007,0,0,8.5,4.3,9,56,22,NA,NA,NA,NA,NA,NA
Santiago del Estero,34,7997,2020-09-30,2020-09-23,155,518,7163,316,6,7647,0,0.007,0.012,0.068,10,0.019,2,0.004,0,0,7.7,4.1,9,30,23,NA,NA,NA,NA,NA,NA
Santiago del Estero,35,9409,2020-09-30,2020-09-24,165,884,7890,634,12,8687,1,0.008,0.014,0.102,17,0.019,3,0.003,1,0.001,6.5,3.8,7,18.9,24,NA,NA,NA,NA,NA,NA
Santiago del Estero,36,10920,2020-09-30,2020-09-27,177,1275,8661,983,21,9696,1,0.009,0.016,0.131,18,0.014,3,0.002,1,0.001,6.1,4.1,7,18.5,25,NA,NA,NA,NA,NA,NA
Santiago del Estero,37,13025,2020-10-01,2020-09-27,184,1814,9895,1315,34,11348,1,0.011,0.019,0.16,21,0.012,4,0.002,2,0.001,5.7,3.9,6.7,15.8,26,NA,NA,NA,NA,NA,NA
Santiago del Estero,38,14439,2020-10-01,2020-09-27,185,2367,10504,1566,46,12375,2,0.012,0.019,0.191,24,0.01,4,0.002,2,0.001,5.3,3.7,6.7,14.2,27,NA,NA,NA,NA,NA,NA
Santiago del Estero,39,15888,2020-10-01,2020-09-27,185,3040,11073,1773,60,13508,2,0.012,0.02,0.225,25,0.008,4,0.001,2,0.001,5.1,3.7,6.7,13.1,28,NA,NA,NA,NA,NA,NA
Santiago del Estero,40,16970,2020-10-02,2020-10-01,186,3677,11297,1994,63,14293,2,0.011,0.017,0.257,29,0.008,5,0.001,2,0.001,5,3.7,5.2,12.4,29,NA,NA,NA,NA,NA,NA
Tierra del Fuego,11,11,2020-03-18,2020-03-12,3,2,8,1,0,10,0,0,0,0.2,0,0,0,0,0,0,6.5,2.5,NaN,NaN,2,NA,NA,NA,NA,NA,NA
Tierra del Fuego,12,29,2020-09-03,2020-03-20,10,13,15,1,0,28,0,0,0,0.464,0,0,0,0,0,0,7.6,3.2,NaN,NaN,3,NA,NA,NA,NA,NA,NA
Tierra del Fuego,13,150,2020-09-22,2020-03-27,20,48,101,1,0,149,0,0,0,0.322,2,0.042,2,0.042,2,0.042,12.9,5.8,11.5,NaN,4,NA,NA,NA,NA,NA,NA
Tierra del Fuego,14,309,2020-09-29,2020-04-03,25,80,226,3,0,305,0,0,0,0.262,5,0.062,2,0.025,2,0.025,13.1,5.8,11.5,NaN,5,NA,NA,NA,NA,NA,NA
Tierra del Fuego,15,467,2020-09-29,2020-04-11,32,97,366,4,0,460,0,0,0,0.211,6,0.062,2,0.021,2,0.021,11.9,5.5,11.5,NaN,6,NA,NA,NA,NA,NA,NA
Tierra del Fuego,16,741,2020-09-29,2020-04-17,38,118,619,4,0,734,0,0,0,0.161,6,0.051,2,0.017,2,0.017,11.9,5.3,11.5,NaN,7,NA,NA,NA,NA,NA,NA
Tierra del Fuego,17,878,2020-09-30,2020-04-24,46,125,749,4,0,871,0,0,0,0.144,6,0.048,2,0.016,2,0.016,14.1,5.2,11.5,NaN,8,NA,NA,NA,NA,NA,NA
Tierra del Fuego,18,1042,2020-09-30,2020-05-01,54,141,897,4,0,1035,0,0,0,0.136,6,0.043,2,0.014,2,0.014,13.4,5.2,11.5,NaN,9,NA,NA,NA,NA,NA,NA
Tierra del Fuego,19,1176,2020-09-30,2020-05-09,61,146,1026,4,0,1168,0,0,0,0.125,7,0.048,2,0.014,2,0.014,14.7,5.4,11.5,NaN,10,NA,NA,NA,NA,NA,NA
Tierra del Fuego,20,1253,2020-09-30,2020-05-14,70,147,1102,4,0,1244,0,0,0,0.118,7,0.048,2,0.014,2,0.014,15.7,5.4,11.5,NaN,11,NA,NA,NA,NA,NA,NA
Tierra del Fuego,21,1345,2020-09-30,2020-05-23,77,148,1193,4,0,1336,0,0,0,0.111,7,0.047,2,0.014,2,0.014,15.7,5.4,11.5,NaN,12,NA,NA,NA,NA,NA,NA
Tierra del Fuego,22,1452,2020-10-01,2020-05-29,86,151,1297,4,1,1442,0,0.006,0.007,0.105,8,0.053,3,0.02,3,0.02,15.6,5.4,10.3,24,13,NA,NA,NA,NA,NA,NA
Tierra del Fuego,23,1522,2020-10-01,2020-06-08,93,151,1366,5,1,1511,0,0.006,0.007,0.1,8,0.053,3,0.02,3,0.02,15.6,5.4,10.3,24,14,NA,NA,NA,NA,NA,NA
Tierra del Fuego,24,1570,2020-10-01,2020-06-11,100,151,1414,5,1,1559,0,0.006,0.007,0.097,8,0.053,3,0.02,3,0.02,15.6,5.4,10.3,24,15,NA,NA,NA,NA,NA,NA
Tierra del Fuego,25,1610,2020-10-01,2020-06-19,107,151,1454,5,1,1598,0,0.006,0.007,0.094,8,0.053,3,0.02,3,0.02,15.6,5.4,10.3,24,16,NA,NA,NA,NA,NA,NA
Tierra del Fuego,26,1650,2020-10-01,2020-06-26,117,151,1494,5,1,1638,0,0.006,0.007,0.092,8,0.053,3,0.02,3,0.02,15.6,5.4,10.3,24,17,NA,NA,NA,NA,NA,NA
Tierra del Fuego,27,1688,2020-10-01,2020-07-03,124,156,1527,5,2,1676,0,0.012,0.013,0.093,9,0.058,3,0.019,3,0.019,15.1,5.3,10.3,19,18,NA,NA,NA,NA,NA,NA
Tierra del Fuego,28,1750,2020-10-01,2020-07-11,131,158,1586,6,2,1737,0,0.012,0.013,0.091,9,0.057,3,0.019,3,0.019,15,5.3,10.3,19,19,NA,NA,NA,NA,NA,NA
Tierra del Fuego,29,1927,2020-10-01,2020-07-18,141,248,1672,7,2,1913,0,0.008,0.008,0.13,17,0.069,3,0.012,3,0.012,12.4,6.5,10.3,19,20,NA,NA,NA,NA,NA,NA
Tierra del Fuego,30,2448,2020-10-01,2020-08-09,150,397,2041,10,5,2430,0,0.012,0.013,0.163,21,0.053,5,0.013,5,0.013,11.2,5.9,9.6,19,21,NA,NA,NA,NA,NA,NA
Tierra del Fuego,31,3103,2020-10-01,2020-08-09,158,668,2417,18,11,3077,0,0.016,0.016,0.217,26,0.039,9,0.013,9,0.013,9.3,5.1,12.4,20.2,22,NA,NA,NA,NA,NA,NA
Tierra del Fuego,32,3906,2020-10-01,2020-09-26,168,1064,2807,35,22,3858,0,0.02,0.021,0.276,40,0.038,15,0.014,14,0.013,8.4,5.2,12.4,21.7,23,NA,NA,NA,NA,NA,NA
